word,n,sent
andar a apanhar bonés.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar à deriva.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar a dormir à sombra da bananeira.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar a dormir.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar a falar sozinho.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar à nora.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar a pensar na morte da bezerra.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar a reboque de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
andar à sombra da bananeira.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar ao deus dará.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar aos bonés.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar aos caídos.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar aos papéis.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar armado em carapau de corrida.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar às aranhas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar às cavalitas de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
andar às cegas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar às turras com.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
andar com a cabeça na lua.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com cara de caso.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com dor de corno.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com dor de cotovelo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com macacos na cabeça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com macacos no sótão.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com macaquinhos na cabeça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com macaquinhos no sótão.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com o coração nas mãos.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar com os azeites.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar de olhos vendados.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar de trombas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar em pele e osso.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar feito barata tonta.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar feito com.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
andar na boa vida.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar na lua.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar na má vida.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andar nas sete quintas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
andar pelos cabelos.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
andarilho.PoS=Adj,TG=HUM:N0,POL:N0=0
andrajoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
anedótico.PoS=Adj,TG=HUM:N0,POL:N0=-1
anémico.PoS=Adj,TG=HUM:N0,POL:N0=-1
anêmico.PoS=Adj,TG=HUM:N0,POL:N0=-1
anestesiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
anestesiar.PoS=V,TG=HUM:N0:N1,POL:N0=1
anexado.PoS=Adj,TG=HUM:N0,POL:N0=0
anexionista.PoS=Adj,TG=HUM:N0,POL:N0=0
angelical.PoS=Adj,TG=HUM:N0,POL:N0=1
angélico.PoS=Adj,TG=HUM:N0,POL:N0=1
angelita.PoS=Adj,TG=HUM:N0,POL:N0=0
anglicano.PoS=Adj,TG=HUM:N0,POL:N0=0
anglófilo.PoS=Adj,TG=HUM:N0,POL:N0=0
anglófobo.PoS=Adj,TG=HUM:N0,POL:N0=-1
angustiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
angustiante.PoS=Adj,TG=HUM:N0,POL:N0=-1
angustiar.PoS=V,TG=HUM:N0:N1,POL:N0=0
animação.PoS=N,TG=HUM:N0,POL:N0=1
animado.PoS=Adj,TG=HUM:N0,POL:N0=1
animador.PoS=Adj,TG=HUM:N0,POL:N0=1
animal político.PoS=N,TG=HUM:N0,POL:N0=1
animal.PoS=Adj,TG=HUM:N0,POL:N0=-1
animar.PoS=V,TG=HUM:N0:N1,POL:N0=1
animista.PoS=Adj,TG=HUM:N0,POL:N0=0
animosidade.PoS=N,TG=HUM:N0,POL:N0=-1
animoso.PoS=Adj,TG=HUM:N0,POL:N0=1
aniquilado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aniquilar.PoS=V,TG=HUM:N0:N1,POL:N0=1
anjinho.PoS=Adj,TG=HUM:N0,POL:N0=-1
anómalo.PoS=Adj,TG=HUM:N0,POL:N0=-1
anoréctico.PoS=Adj,TG=HUM:N0,POL:N0=-1
anorético.PoS=Adj,TG=HUM:N0,POL:N0=-1
anorexia nervosa.PoS=N,TG=HUM:N0,POL:N0=-1
anorexia.PoS=N,TG=HUM:N0,POL:N0=-1
anormal.PoS=Adj,TG=HUM:N0,POL:N0=-1
anormalidade.PoS=N,TG=HUM:N0,POL:N0=-1
anotia.PoS=N,TG=HUM:N0,POL:N0=-1
ansioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
antepassado.PoS=Adj,TG=HUM:N0,POL:N0=0
anti-republicano.PoS=Adj,TG=HUM:N0,POL:N0=-1
antidemocrata.PoS=Adj,TG=HUM:N0,POL:N0=-1
antidesportista.PoS=Adj,TG=HUM:N0,POL:N0=-1
antidesportivismo.PoS=N,TG=HUM:N0,POL:N0=-1
antidogmático.PoS=Adj,TG=HUM:N0,POL:N0=1
antifascista.PoS=Adj,TG=HUM:N0,POL:N0=1
antifederalista.PoS=Adj,TG=HUM:N0,POL:N0=0
antigo.PoS=Adj,TG=HUM:N0,POL:N0=0
antiliberal.PoS=Adj,TG=HUM:N0,POL:N0=-1
antiliberalista.PoS=Adj,TG=HUM:N0,POL:N0=-1
antimilitarista.PoS=Adj,TG=HUM:N0,POL:N0=0
antinatural.PoS=Adj,TG=HUM:N0,POL:N0=-1
antinazista.PoS=Adj,TG=HUM:N0,POL:N0=1
antinómico.PoS=Adj,TG=HUM:N0,POL:N0=-1
antipapista.PoS=Adj,TG=HUM:N0,POL:N0=0
antipartidário.PoS=Adj,TG=HUM:N0,POL:N0=0
antipatia.PoS=N,TG=HUM:N0,POL:N0=-1
antipático.PoS=Adj,TG=HUM:N0,POL:N0=-1
antipatriota.PoS=Adj,TG=HUM:N0,POL:N0=-1
antipatriotismo.PoS=N,TG=HUM:N0,POL:N0=-1
antipolítico.PoS=Adj,TG=HUM:N0,POL:N0=-1
antiquado.PoS=Adj,TG=HUM:N0,POL:N0=-1
antisocial.PoS=Adj,TG=HUM:N0,POL:N0=-1
antoniano.PoS=Adj,TG=HUM:N0,POL:N0=0
antonino.PoS=Adj,TG=HUM:N0,POL:N0=0
antropófago.PoS=Adj,TG=HUM:N0,POL:N0=-1
anular.PoS=V,TG=HUM:N0:N1,POL:N0=1
apadrinhado.PoS=Adj,TG=HUM:N0,POL:N0=0
apagado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apagar-se.PoS=V,TG=HUM:N0,POL:N0=-1
apagar.PoS=V,TG=HUM:N0:N1,POL:N0=1
apaixonado.PoS=Adj,TG=HUM:N0,POL:N0=0
apaixonante.PoS=Adj,TG=HUM:N0,POL:N0=1
apaixonar-se.PoS=V,TG=HUM:N0:N1,POL:N0=0
apaixonar.PoS=V,TG=HUM:N0:N1,POL:N0=1
apalavrado.PoS=Adj,TG=HUM:N0,POL:N0=0
apalermado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apalhaçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apancado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apanhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apanhar nas orelhas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
apanhar por tabela.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
apaparicar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
aparolado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apartado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aparvalhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apatetado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apatia.PoS=N,TG=HUM:N0,POL:N0=-1
apático.PoS=Adj,TG=HUM:N0,POL:N0=-1
apatriota.PoS=Adj,TG=HUM:N0,POL:N0=-1
apavorado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apavorante.PoS=Adj,TG=HUM:N0,POL:N0=-1
apavorar-se.PoS=V,TG=HUM:N0,POL:N0=-1
apavorar.PoS=V,TG=HUM:N0:N1,POL:N0=1
apaziguador.PoS=Adj,TG=HUM:N0,POL:N0=1
apaziguar.PoS=V,TG=HUM:N0:N1,POL:N0=1
apeado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apedantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apedrejado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apedrejar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
apelativo.PoS=Adj,TG=HUM:N0,POL:N0=1
apele.PoS=Adj,TG=HUM:N0,POL:N0=0
apelidado.PoS=Adj,TG=HUM:N0,POL:N0=0
aperaltado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aperreado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apessoado.PoS=Adj,TG=HUM:N0,POL:N0=1
apetitoso.PoS=Adj,TG=HUM:N0,POL:N0=0
aplaudir.PoS=V,TG=HUM:N0:N1,POL:N0=0
aplicado.PoS=Adj,TG=HUM:N0,POL:N0=1
aplicar golpes baixos a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
apócrifo.PoS=Adj,TG=HUM:N0,POL:N0=-1
apoiar.PoS=V,TG=HUM:N0:N1,POL:N0=0
apolíneo.PoS=Adj,TG=HUM:N0,POL:N0=1
apologético.PoS=Adj,TG=HUM:N0,POL:N0=0
apopléctico.PoS=Adj,TG=HUM:N0,POL:N0=-1
apoplético.PoS=Adj,TG=HUM:N0,POL:N0=-1
apoquentado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apoquentador.PoS=Adj,TG=HUM:N0,POL:N0=-1
aposentado.PoS=Adj,TG=HUM:N0,POL:N0=0
apostado.PoS=Adj,TG=HUM:N0,POL:N0=1
apóstata.PoS=Adj,TG=HUM:N0,POL:N0=-1
aprazível.PoS=Adj,TG=HUM:N0,POL:N0=1
apreciado.PoS=Adj,TG=HUM:N0,POL:N0=1
apreciador.PoS=Adj,TG=HUM:N0,POL:N0=1
apreciar.PoS=V,TG=HUM:N0:N1,POL:N0=0
apreciável.PoS=Adj,TG=HUM:N0,POL:N0=1
apreendido.PoS=Adj,TG=HUM:N0,POL:N0=-1
apreensivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
apresentar alternativas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
apresentar resultados.PoS=IDIOM,TG=HUM:N0,POL:N0=1
apresentável.PoS=Adj,TG=HUM:N0,POL:N0=1
apressado.PoS=Adj,TG=HUM:N0,POL:N0=0
aprimorado.PoS=Adj,TG=HUM:N0,POL:N0=1
apriorista.PoS=Adj,TG=HUM:N0,POL:N0=-1
aprisionado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aprontado.PoS=Adj,TG=HUM:N0,POL:N0=0
aprontar.PoS=V,TG=HUM:N0,POL:N0=-1
apropriado.PoS=Adj,TG=HUM:N0,POL:N0=1
apropriar-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
aprovado.PoS=Adj,TG=HUM:N0,POL:N0=1
aproveitador.PoS=Adj,TG=HUM:N0,POL:N0=-1
aproveitar-se.PoS=V,TG=HUM:N0:N1,POL:N0=-1
aprumado.PoS=Adj,TG=HUM:N0,POL:N0=1
aprumo.PoS=N,TG=HUM:N0,POL:N0=1
apto.PoS=Adj,TG=HUM:N0,POL:N0=1
apunhalado.PoS=Adj,TG=HUM:N0,POL:N0=-1
apunhalar pelas costas.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
apunhalar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
apupar.PoS=V,TG=HUM:N0:N1,POL:N0=0
apurado.PoS=Adj,TG=HUM:N0,POL:N0=1
aquietador.PoS=Adj,TG=HUM:N0,POL:N0=-1
árabe.PoS=Adj,TG=HUM:N0,POL:N0=0
arbitrário.PoS=Adj,TG=HUM:N0,POL:N0=-1
arcaico.PoS=Adj,TG=HUM:N0,POL:N0=-1
ardente.PoS=Adj,TG=HUM:N0,POL:N0=1
ardil.PoS=N,TG=HUM:N0,POL:N0=-1
ardiloso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ardoroso.PoS=Adj,TG=HUM:N0,POL:N0=0
árduo.PoS=Adj,TG=HUM:N0,POL:N0=-1
arfante.PoS=Adj,TG=HUM:N0,POL:N0=-1
arguto.PoS=Adj,TG=HUM:N0,POL:N0=0
ariano.PoS=Adj,TG=HUM:N0,POL:N0=0
árido.PoS=Adj,TG=HUM:N0,POL:N0=-1
arisco.PoS=Adj,TG=HUM:N0,POL:N0=-1
aristocrata.PoS=Adj,TG=HUM:N0,POL:N0=0
aristotélico.PoS=Adj,TG=HUM:N0,POL:N0=0
armado.PoS=Adj,TG=HUM:N0,POL:N0=0
armar barraca.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se aos cágados.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se aos cucos.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se em carapau de corrida.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se em chico esperto.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se em parvo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
armar-se.PoS=V,TG=HUM:N0,POL:N0=-1
arnaz.PoS=Adj,TG=HUM:N0,POL:N0=1
arquejante.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrancado.PoS=Adj,TG=HUM:N0,POL:N0=0
arranhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arranjar lenha para se queimar.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
arranjar sarna para se coçar.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
arranjar um bico de obra.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
arrasado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrasador.PoS=Adj,TG=HUM:N0,POL:N0=0
arrasante.PoS=Adj,TG=HUM:N0,POL:N0=0
arrasar.PoS=V,TG=HUM:N0:N1,POL:N0=1
arrastadeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrastado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrebatado.PoS=Adj,TG=HUM:N0,POL:N0=0
arrebatador.PoS=Adj,TG=HUM:N0,POL:N0=0
arrebatar.PoS=V,TG=HUM:N0:N1,POL:N0=1
arrebentado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrebitado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arredado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arredio.PoS=Adj,TG=HUM:N0,POL:N0=-1
arreliado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arreliador.PoS=Adj,TG=HUM:N0,POL:N0=-1
arreliar.PoS=V,TG=HUM:N0:N1,POL:N0=1
arremessado.PoS=Adj,TG=HUM:N0,POL:N0=0
arrenegado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrepender-se.PoS=V,TG=HUM:N0,POL:N0=-1
arrepiante.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrepio.PoS=N,TG=HUM:N0,POL:N0=-1
arretado.PoS=Adj,TG=HUM:N0,POL:N0=1
arrevesado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrivista.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrogância.PoS=N,TG=HUM:N0,POL:N0=-1
arrogante.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrojado.PoS=Adj,TG=HUM:N0,POL:N0=1
arrolado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrozeiro.PoS=Adj,TG=HUM:N0,POL:N0=0
arruaceiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrufado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arrufo.PoS=N,TG=HUM:N0,POL:N0=-1
arruinado.PoS=Adj,TG=HUM:N0,POL:N0=-1
arruinamento.PoS=N,TG=HUM:N0,POL:N0=-1
arruinar-se.PoS=V,TG=HUM:N0,POL:N0=-1
arruinar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
arruivado.PoS=Adj,TG=HUM:N0,POL:N0=0
arrumar a um canto.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=1
arrumar as botas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
arrumar.PoS=V,TG=HUM:N0:N1,POL:N0=1
arteirice.PoS=N,TG=HUM:N0,POL:N0=-1
arteiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
arteriosclerose.PoS=N,TG=HUM:N0,POL:N0=-1
arteriosclerótico.PoS=Adj,TG=HUM:N0,POL:N0=-1
artificial.PoS=Adj,TG=HUM:N0,POL:N0=-1
artificialidade.PoS=N,TG=HUM:N0,POL:N0=-1
artifício.PoS=N,TG=HUM:N0,POL:N0=-1
artificiosidade.PoS=N,TG=HUM:N0,POL:N0=-1
artificioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
artimanha.PoS=N,TG=HUM:N0,POL:N0=-1
artista.PoS=Adj,TG=HUM:N0,POL:N0=0
artístico.PoS=Adj,TG=HUM:N0,POL:N0=1
artritismo.PoS=N,TG=HUM:N0,POL:N0=-1
ascético.PoS=Adj,TG=HUM:N0,POL:N0=0
aselha.PoS=Adj,TG=HUM:N0,POL:N0=-1
aselhice.PoS=N,TG=HUM:N0,POL:N0=-1
asfixiante.PoS=Adj,TG=HUM:N0,POL:N0=-1
asfixiar.PoS=V,TG=HUM:N0:N1,POL:N0=1
asilado.PoS=Adj,TG=HUM:N0,POL:N0=-1
asneira.PoS=N,TG=HUM:N0,POL:N0=-1
asneirento.PoS=Adj,TG=HUM:N0,POL:N0=-1
asno.PoS=Adj,TG=HUM:N0,POL:N0=-1
aspereza.PoS=N,TG=HUM:N0,POL:N0=-1
áspero.PoS=Adj,TG=HUM:N0,POL:N0=-1
aspirante.PoS=Adj,TG=HUM:N0,POL:N0=0
asquerosidade.PoS=N,TG=HUM:N0,POL:N0=-1
asqueroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
assalariado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assaloiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assaltante.PoS=Adj,TG=HUM:N0,POL:N0=-1
assaltar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
assanhadiço.PoS=Adj,TG=HUM:N0,POL:N0=-1
assanhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assarapantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assassinar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
assassino.PoS=Adj,TG=HUM:N0,POL:N0=-1
assaz.PoS=Adj,TG=HUM:N0,POL:N0=0
asseado.PoS=Adj,TG=HUM:N0,POL:N0=1
assediado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assediador.PoS=Adj,TG=HUM:N0,POL:N0=-1
assediar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
assédio sexual.PoS=N,TG=HUM:N0,POL:N0=-1
assédio.PoS=N,TG=HUM:N0,POL:N0=-1
asseio.PoS=N,TG=HUM:N0,POL:N0=1
assertivo.PoS=Adj,TG=HUM:N0,POL:N0=1
assexuado.PoS=Adj,TG=HUM:N0,POL:N0=0
assexual.PoS=Adj,TG=HUM:N0,POL:N0=0
assiduidade.PoS=N,TG=HUM:N0,POL:N0=1
assíduo.PoS=Adj,TG=HUM:N0,POL:N0=1
assimétrico.PoS=Adj,TG=HUM:N0,POL:N0=-1
assimilado.PoS=Adj,TG=HUM:N0,POL:N0=0
assinado.PoS=Adj,TG=HUM:N0,POL:N0=0
assinalado.PoS=Adj,TG=HUM:N0,POL:N0=1
assinalável.PoS=Adj,TG=HUM:N0,POL:N0=1
assisado.PoS=Adj,TG=HUM:N0,POL:N0=1
assoberbado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assolado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assolador.PoS=Adj,TG=HUM:N0,POL:N0=-1
assomadiço.PoS=Adj,TG=HUM:N0,POL:N0=-1
assombrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assombrar.PoS=V,TG=HUM:N0:N1,POL:N0=1
assustadiço.PoS=Adj,TG=HUM:N0,POL:N0=-1
assustado.PoS=Adj,TG=HUM:N0,POL:N0=-1
assustador.PoS=Adj,TG=HUM:N0,POL:N0=-1
assustar-se.PoS=V,TG=HUM:N0,POL:N0=-1
assustar.PoS=V,TG=HUM:N0:N1,POL:N0=0
astenia.PoS=N,TG=HUM:N0,POL:N0=-1
asténico.PoS=Adj,TG=HUM:N0,POL:N0=-1
astúcia.PoS=N,TG=HUM:N0,POL:N0=-1
astucioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
astuto.PoS=Adj,TG=HUM:N0,POL:N0=-1
atabalhoação.PoS=N,TG=HUM:N0,POL:N0=-1
atabalhoado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atabalhoamento.PoS=N,TG=HUM:N0,POL:N0=-1
atacante.PoS=Adj,TG=HUM:N0,POL:N0=-1
atacar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atafulhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atamancado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atarantação.PoS=N,TG=HUM:N0,POL:N0=-1
atarantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atarantar-se.PoS=V,TG=HUM:N0,POL:N0=-1
atarantar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atarefado.PoS=Adj,TG=HUM:N0,POL:N0=0
atarracado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atascado.PoS=Adj,TG=HUM:N0,POL:N0=0
ateado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atemorizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atemorizar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atencioso.PoS=Adj,TG=HUM:N0,POL:N0=1
atento.PoS=Adj,TG=HUM:N0,POL:N0=1
aterrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aterrador.PoS=Adj,TG=HUM:N0,POL:N0=-1
aterrorizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aterrorizador.PoS=Adj,TG=HUM:N0,POL:N0=-1
aterrorizar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atiçado.PoS=Adj,TG=HUM:N0,POL:N0=0
atilado.PoS=Adj,TG=HUM:N0,POL:N0=1
atinado.PoS=Adj,TG=HUM:N0,POL:N0=1
atiradiço.PoS=Adj,TG=HUM:N0,POL:N0=0
atirar areia para os olhos de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
atirar barro à parede.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
atirar com as culpas a.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
atirar poeira aos olhos de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=-1
ativado.PoS=Adj,TG=HUM:N0,POL:N0=0
ativo.PoS=Adj,TG=HUM:N0,POL:N0=1
atleta.PoS=Adj,TG=HUM:N0,POL:N0=1
atlético.PoS=Adj,TG=HUM:N0,POL:N0=1
atoleimado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atónito.PoS=Adj,TG=HUM:N0,POL:N0=-1
atônito.PoS=Adj,TG=HUM:N0,POL:N0=-1
atordoado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atordoador.PoS=Adj,TG=HUM:N0,POL:N0=-1
atordoar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atormentado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atormentador.PoS=Adj,TG=HUM:N0,POL:N0=-1
atormentar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atracado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atractivo.PoS=Adj,TG=HUM:N0,POL:N0=1
atraente.PoS=Adj,TG=HUM:N0,POL:N0=1
atraiçoado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrair.PoS=V,TG=HUM:N0:N1,POL:N0=1
atrapalhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrapalhar-se.PoS=V,TG=HUM:N0,POL:N0=-1
atrapalhar.PoS=V,TG=HUM:N0:N1,POL:N0=1
atrasado mental.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrasado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atraso mental.PoS=N,TG=HUM:N0,POL:N0=-1
atraso.PoS=N,TG=HUM:N0,POL:N0=-1
atrativo.PoS=Adj,TG=HUM:N0,POL:N0=1
atravessadiço.PoS=Adj,TG=HUM:N0,POL:N0=-1
atravessado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrevido.PoS=Adj,TG=HUM:N0,POL:N0=0
atrevidote.PoS=Adj,TG=HUM:N0,POL:N0=0
atribulado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atroador.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrocidade.PoS=N,TG=HUM:N0,POL:N0=-1
atrofia.PoS=N,TG=HUM:N0,POL:N0=-1
atrofiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrofiante.PoS=Adj,TG=HUM:N0,POL:N0=-1
atrofiar-se.PoS=V,TG=HUM:N0,POL:N0=-1
atrofiar.PoS=V,TG=HUM:N0,POL:N0=-1
atropelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
atropelar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
atroz.PoS=Adj,TG=HUM:N0,POL:N0=-1
atulhado.PoS=Adj,TG=HUM:N0,POL:N0=-1
aturar.PoS=V,TG=HUM:N0:N1,POL:N0=0
aturdido.PoS=Adj,TG=HUM:N0,POL:N0=-1
aturdir.PoS=V,TG=HUM:N0:N1,POL:N0=1
audacioso.PoS=Adj,TG=HUM:N0,POL:N0=0
audaz.PoS=Adj,TG=HUM:N0,POL:N0=0
áureo.PoS=Adj,TG=HUM:N0,POL:N0=1
auspicioso.PoS=Adj,TG=HUM:N0,POL:N0=1
austero.PoS=Adj,TG=HUM:N0,POL:N0=-1
autenticidade.PoS=N,TG=HUM:N0,POL:N0=1
autêntico.PoS=Adj,TG=HUM:N0,POL:N0=1
autismo.PoS=N,TG=HUM:N0,POL:N0=-1
autista.PoS=Adj,TG=HUM:N0,POL:N0=-1
autoconfiança.PoS=N,TG=HUM:N0,POL:N0=1
autoconfiante.PoS=Adj,TG=HUM:N0,POL:N0=1
autocrata.PoS=Adj,TG=HUM:N0,POL:N0=0
autodestruição.PoS=N,TG=HUM:N0,POL:N0=-1
autodestrutivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
autodidacta.PoS=Adj,TG=HUM:N0,POL:N0=1
autodidata.PoS=Adj,TG=HUM:N0,POL:N0=1
autonomia.PoS=N,TG=HUM:N0,POL:N0=1
autonomista.PoS=Adj,TG=HUM:N0,POL:N0=1
autónomo.PoS=Adj,TG=HUM:N0,POL:N0=1
autoritário.PoS=Adj,TG=HUM:N0,POL:N0=-1
