word,n,sent
pusilânime.PoS=Adj,TG=HUM:N0,POL:N0=-1
puto.PoS=Adj,TG=HUM:N0,POL:N0=-1
putrefato.PoS=Adj,TG=HUM:N0,POL:N0=-1
pútrido.PoS=Adj,TG=HUM:N0,POL:N0=-1
puxadinho.PoS=Adj,TG=HUM:N0,POL:N0=-1
quadrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
quadrúpede.PoS=Adj,TG=HUM:N0,POL:N0=-1
qualificado.PoS=Adj,TG=HUM:N0,POL:N0=1
quebrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
quebrantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
quebrantar.PoS=V,TG=HUM:N0,POL:N0=-1
quebrar a promessa eleitoral.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
quebrar a promessa.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
quebrar as regras do jogo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
quebrar as regras.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
quebrar.PoS=V,TG=HUM:N0,POL:N0=-1
queimado.PoS=Adj,TG=HUM:N0,POL:N0=-1
queimar tempo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
queimar-se.PoS=V,TG=HUM:N0,POL:N0=-1
queimar.PoS=V,TG=HUM:N0:N1,POL:N0=1
queixinhas.PoS=Adj,TG=HUM:N0,POL:N0=-1
queixoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
queixudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
quente.PoS=Adj,TG=HUM:N0,POL:N0=0
queque.PoS=Adj,TG=HUM:N0,POL:N0=-1
querer poleiro.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
querer tacho.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
querido.PoS=Adj,TG=HUM:N0,POL:N0=1
querubínico.PoS=Adj,TG=HUM:N0,POL:N0=1
questionável.PoS=Adj,TG=HUM:N0,POL:N0=-1
quezilento.PoS=Adj,TG=HUM:N0,POL:N0=-1
quezília.PoS=N,TG=HUM:N0,POL:N0=-1
quieto.PoS=Adj,TG=HUM:N0,POL:N0=0
quisto.PoS=Adj,TG=HUM:N0,POL:N0=1
quixotesco.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabelaisiano.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabeta.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabicho.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabigo.PoS=Adj,TG=HUM:N0,POL:N0=0
rabino.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabugento.PoS=Adj,TG=HUM:N0,POL:N0=-1
rabugice.PoS=N,TG=HUM:N0,POL:N0=-1
rabulista.PoS=Adj,TG=HUM:N0,POL:N0=-1
racional.PoS=Adj,TG=HUM:N0,POL:N0=1
racionalista.PoS=Adj,TG=HUM:N0,POL:N0=0
racista.PoS=Adj,TG=HUM:N0,POL:N0=-1
radiante.PoS=Adj,TG=HUM:N0,POL:N0=1
radical.PoS=Adj,TG=HUM:N0,POL:N0=0
radicalista.PoS=Adj,TG=HUM:N0,POL:N0=-1
radioso.PoS=Adj,TG=HUM:N0,POL:N0=1
raiva.PoS=N,TG=HUM:N0,POL:N0=-1
raivento.PoS=Adj,TG=HUM:N0,POL:N0=-1
raivoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ralado.PoS=Adj,TG=HUM:N0,POL:N0=-1
ralador.PoS=Adj,TG=HUM:N0,POL:N0=-1
ralhão.PoS=Adj,TG=HUM:N0,POL:N0=-1
ralhar.PoS=V,TG=HUM:N0:N1,POL:N0=0
ralheta.PoS=Adj,TG=HUM:N0,POL:N0=-1
rameloso.PoS=Adj,TG=HUM:N0,POL:N0=-1
rancor.PoS=N,TG=HUM:N0,POL:N0=-1
rancores.PoS=N,TG=HUM:N0,POL:N0=-1
rancoroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
rançoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ranheta.PoS=Adj,TG=HUM:N0,POL:N0=-1
ranhosice.PoS=N,TG=HUM:N0,POL:N0=-1
ranhoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ranzinza.PoS=Adj,TG=HUM:N0,POL:N0=-1
rápido.PoS=Adj,TG=HUM:N0,POL:N0=1
rapioqueiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
raposeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
raposino.PoS=Adj,TG=HUM:N0,POL:N0=-1
raquítico.PoS=Adj,TG=HUM:N0,POL:N0=-1
raquitismo.PoS=N,TG=HUM:N0,POL:N0=-1
raro.PoS=Adj,TG=HUM:N0,POL:N0=1
rasca.PoS=Adj,TG=HUM:N0,POL:N0=-1
rasgado.PoS=Adj,TG=HUM:N0,POL:N0=-1
rasteiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
rastejante.PoS=Adj,TG=HUM:N0,POL:N0=-1
rato.PoS=Adj,TG=HUM:N0,POL:N0=0
razoável.PoS=Adj,TG=HUM:N0,POL:N0=1
reaccionário.PoS=Adj,TG=HUM:N0,POL:N0=-1
reacionário.PoS=Adj,TG=HUM:N0,POL:N0=-1
reactivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
real.PoS=Adj,TG=HUM:N0,POL:N0=1
realismo.PoS=N,TG=HUM:N0,POL:N0=1
realista.PoS=Adj,TG=HUM:N0,POL:N0=1
realizado.PoS=Adj,TG=HUM:N0,POL:N0=1
reativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebaixado.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebaixar-se.PoS=V,TG=HUM:N0,POL:N0=-1
rebaixar.PoS=V,TG=HUM:N0:N1,POL:N0=1
rebarbativo.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebater.PoS=V,TG=HUM:N0:N1,POL:N0=1
rebatido.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebelde.PoS=Adj,TG=HUM:N0,POL:N0=-1
rebuscado.PoS=Adj,TG=HUM:N0,POL:N0=-1
recalcado.PoS=Adj,TG=HUM:N0,POL:N0=-1
recalcamento.PoS=N,TG=HUM:N0,POL:N0=-1
recalcitrante.PoS=Adj,TG=HUM:N0,POL:N0=-1
recatado.PoS=Adj,TG=HUM:N0,POL:N0=1
receoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
receptível.PoS=Adj,TG=HUM:N0,POL:N0=1
receptividade.PoS=N,TG=HUM:N0,POL:N0=1
receptivo.PoS=Adj,TG=HUM:N0,POL:N0=1
recetível.PoS=Adj,TG=HUM:N0,POL:N0=1
recetividade.PoS=N,TG=HUM:N0,POL:N0=1
recetivo.PoS=Adj,TG=HUM:N0,POL:N0=1
rechaçado.PoS=Adj,TG=HUM:N0,POL:N0=-1
rechonchudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
recluso.PoS=Adj,TG=HUM:N0,POL:N0=-1
recomendado.PoS=Adj,TG=HUM:N0,POL:N0=1
recomendável.PoS=Adj,TG=HUM:N0,POL:N0=1
recomposto.PoS=Adj,TG=HUM:N0,POL:N0=1
reconciliador.PoS=Adj,TG=HUM:N0,POL:N0=1
reconfortado.PoS=Adj,TG=HUM:N0,POL:N0=1
reconstituído.PoS=Adj,TG=HUM:N0,POL:N0=1
recreativo.PoS=Adj,TG=HUM:N0,POL:N0=1
recriminador.PoS=Adj,TG=HUM:N0,POL:N0=-1
recriminar.PoS=V,TG=HUM:N0:N1,POL:N0=0
rectidão.PoS=N,TG=HUM:N0,POL:N0=1
rectilíneo.PoS=Adj,TG=HUM:N0,POL:N0=1
recto.PoS=Adj,TG=HUM:N0,POL:N0=1
recuperado.PoS=Adj,TG=HUM:N0,POL:N0=1
recuperável.PoS=Adj,TG=HUM:N0,POL:N0=1
recusado.PoS=Adj,TG=HUM:N0,POL:N0=-1
redentor.PoS=Adj,TG=HUM:N0,POL:N0=0
redimível.PoS=Adj,TG=HUM:N0,POL:N0=0
redivivo.PoS=Adj,TG=HUM:N0,POL:N0=1
redondo.PoS=Adj,TG=HUM:N0,POL:N0=-1
reducionista.PoS=Adj,TG=HUM:N0,POL:N0=-1
redundância.PoS=N,TG=HUM:N0,POL:N0=-1
redundante.PoS=Adj,TG=HUM:N0,POL:N0=-1
redutor.PoS=Adj,TG=HUM:N0,POL:N0=-1
reduzido.PoS=Adj,TG=HUM:N0,POL:N0=-1
reelegível.PoS=Adj,TG=HUM:N0,POL:N0=1
reeleito.PoS=Adj,TG=HUM:N0,POL:N0=1
refalsado.PoS=Adj,TG=HUM:N0,POL:N0=-1
refeito.PoS=Adj,TG=HUM:N0,POL:N0=1
refilão.PoS=Adj,TG=HUM:N0,POL:N0=-1
refinado.PoS=Adj,TG=HUM:N0,POL:N0=0
reflectido.PoS=Adj,TG=HUM:N0,POL:N0=1
reflectivo.PoS=Adj,TG=HUM:N0,POL:N0=1
refletido.PoS=Adj,TG=HUM:N0,POL:N0=1
refletivo.PoS=Adj,TG=HUM:N0,POL:N0=1
reflexivo.PoS=Adj,TG=HUM:N0,POL:N0=1
reforçado.PoS=Adj,TG=HUM:N0,POL:N0=1
refractário.PoS=Adj,TG=HUM:N0,POL:N0=-1
refratário.PoS=Adj,TG=HUM:N0,POL:N0=-1
refrescado.PoS=Adj,TG=HUM:N0,POL:N0=0
refrescante.PoS=Adj,TG=HUM:N0,POL:N0=1
refugiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
refugiar-se.PoS=V,TG=HUM:N0,POL:N0=-1
refulgente.PoS=Adj,TG=HUM:N0,POL:N0=1
refutado.PoS=Adj,TG=HUM:N0,POL:N0=-1
refutar.PoS=V,TG=HUM:N0:N1,POL:N0=1
regalado.PoS=Adj,TG=HUM:N0,POL:N0=1
regatão.PoS=Adj,TG=HUM:N0,POL:N0=-1
regateador.PoS=Adj,TG=HUM:N0,POL:N0=-1
regateiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
regelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
regenerado.PoS=Adj,TG=HUM:N0,POL:N0=1
regenerável.PoS=Adj,TG=HUM:N0,POL:N0=1
régio.PoS=Adj,TG=HUM:N0,POL:N0=1
regrado.PoS=Adj,TG=HUM:N0,POL:N0=1
regular.PoS=Adj,TG=HUM:N0,POL:N0=1
reinadio.PoS=Adj,TG=HUM:N0,POL:N0=1
reinante.PoS=Adj,TG=HUM:N0,POL:N0=1
reincidente.PoS=Adj,TG=HUM:N0,POL:N0=-1
reivindicador.PoS=Adj,TG=HUM:N0,POL:N0=0
reivindicativo.PoS=Adj,TG=HUM:N0,POL:N0=0
rejeitado.PoS=Adj,TG=HUM:N0,POL:N0=-1
rejuvenescido.PoS=Adj,TG=HUM:N0,POL:N0=1
relambório.PoS=Adj,TG=HUM:N0,POL:N0=-1
relapso.PoS=Adj,TG=HUM:N0,POL:N0=-1
relaxado.PoS=Adj,TG=HUM:N0,POL:N0=-1
reles.PoS=Adj,TG=HUM:N0,POL:N0=-1
relevante.PoS=Adj,TG=HUM:N0,POL:N0=1
religioso.PoS=Adj,TG=HUM:N0,POL:N0=0
remansado.PoS=Adj,TG=HUM:N0,POL:N0=0
remansoso.PoS=Adj,TG=HUM:N0,POL:N0=0
remediado.PoS=Adj,TG=HUM:N0,POL:N0=0
remelado.PoS=Adj,TG=HUM:N0,POL:N0=-1
remeloso.PoS=Adj,TG=HUM:N0,POL:N0=-1
remendado.PoS=Adj,TG=HUM:N0,POL:N0=-1
remendão.PoS=Adj,TG=HUM:N0,POL:N0=-1
remendeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
remisso.PoS=Adj,TG=HUM:N0,POL:N0=-1
remoçado.PoS=Adj,TG=HUM:N0,POL:N0=1
renascer das cinzas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
render-se.PoS=V,TG=HUM:N0,POL:N0=-1
renegado.PoS=Adj,TG=HUM:N0,POL:N0=-1
renitente.PoS=Adj,TG=HUM:N0,POL:N0=0
renovado.PoS=Adj,TG=HUM:N0,POL:N0=1
repelente.PoS=Adj,TG=HUM:N0,POL:N0=-1
repelido.PoS=Adj,TG=HUM:N0,POL:N0=-1
repelir.PoS=V,TG=HUM:N0:N1,POL:N0=1
repentinoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
repetente.PoS=Adj,TG=HUM:N0,POL:N0=-1
repetitivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
repimpado.PoS=Adj,TG=HUM:N0,POL:N0=0
replicador.PoS=Adj,TG=HUM:N0,POL:N0=-1
reposto.PoS=Adj,TG=HUM:N0,POL:N0=1
repreender.PoS=V,TG=HUM:N0:N1,POL:N0=0
repreensível.PoS=Adj,TG=HUM:N0,POL:N0=-1
represo.PoS=Adj,TG=HUM:N0,POL:N0=-1
repressão.PoS=N,TG=HUM:N0,POL:N0=-1
repressivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
repressor.PoS=Adj,TG=HUM:N0,POL:N0=-1
reprimido.PoS=Adj,TG=HUM:N0,POL:N0=-1
reprimir.PoS=V,TG=HUM:N0:N1,POL:N0=1
reprovação.PoS=N,TG=HUM:N0,POL:N0=-1
reprovado.PoS=Adj,TG=HUM:N0,POL:N0=-1
reprovador.PoS=Adj,TG=HUM:N0,POL:N0=-1
reprovar.PoS=V,TG=HUM:N0:N1,POL:N0=0
reprovável.PoS=Adj,TG=HUM:N0,POL:N0=-1
reptante.PoS=Adj,TG=HUM:N0,POL:N0=-1
réptil.PoS=Adj,TG=HUM:N0,POL:N0=-1
repudiar.PoS=V,TG=HUM:N0:N1,POL:N0=0
repugnância.PoS=N,TG=HUM:N0,POL:N0=-1
repugnante.PoS=Adj,TG=HUM:N0,POL:N0=-1
repulsão.PoS=N,TG=HUM:N0,POL:N0=-1
repulsivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
repulso.PoS=Adj,TG=HUM:N0,POL:N0=-1
reputado.PoS=Adj,TG=HUM:N0,POL:N0=1
requebrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
requebro.PoS=N,TG=HUM:N0,POL:N0=-1
requintado.PoS=Adj,TG=HUM:N0,POL:N0=1
reservado.PoS=Adj,TG=HUM:N0,POL:N0=0
resignado.PoS=Adj,TG=HUM:N0,POL:N0=-1
resmungão.PoS=Adj,TG=HUM:N0,POL:N0=-1
resmunguice.PoS=N,TG=HUM:N0,POL:N0=-1
resoluto.PoS=Adj,TG=HUM:N0,POL:N0=1
resolvido.PoS=Adj,TG=HUM:N0,POL:N0=1
respeitabilidade.PoS=N,TG=HUM:N0,POL:N0=1
respeitado.PoS=Adj,TG=HUM:N0,POL:N0=1
respeitador.PoS=Adj,TG=HUM:N0,POL:N0=1
respeitar.PoS=V,TG=HUM:N0:N1,POL:N0=0
respeitável.PoS=Adj,TG=HUM:N0,POL:N0=1
respeito.PoS=N,TG=HUM:N0,POL:N0=1
respeitoso.PoS=Adj,TG=HUM:N0,POL:N0=1
respingão.PoS=Adj,TG=HUM:N0,POL:N0=-1
respondão.PoS=Adj,TG=HUM:N0,POL:N0=-1
respondedor.PoS=Adj,TG=HUM:N0,POL:N0=-1
responsabilidade.PoS=N,TG=HUM:N0,POL:N0=1
responsabilizar.PoS=V,TG=HUM:N0:N1,POL:N0=0
responsabilizável.PoS=Adj,TG=HUM:N0,POL:N0=0
responsável.PoS=Adj,TG=HUM:N0,POL:N0=1
ressabiado.PoS=Adj,TG=HUM:N0,POL:N0=-1
ressabido.PoS=Adj,TG=HUM:N0,POL:N0=1
ressarcido.PoS=Adj,TG=HUM:N0,POL:N0=1
ressentido.PoS=Adj,TG=HUM:N0,POL:N0=-1
ressequido.PoS=Adj,TG=HUM:N0,POL:N0=-1
ressuscitado.PoS=Adj,TG=HUM:N0,POL:N0=1
restabelecido.PoS=Adj,TG=HUM:N0,POL:N0=1
restaurado.PoS=Adj,TG=HUM:N0,POL:N0=1
restringido.PoS=Adj,TG=HUM:N0,POL:N0=-1
restritivo.PoS=Adj,TG=HUM:N0,POL:N0=0
retardado.PoS=Adj,TG=HUM:N0,POL:N0=-1
reticente.PoS=Adj,TG=HUM:N0,POL:N0=-1
retidão.PoS=N,TG=HUM:N0,POL:N0=1
retido.PoS=Adj,TG=HUM:N0,POL:N0=-1
retilíneo.PoS=Adj,TG=HUM:N0,POL:N0=1
reto.PoS=Adj,TG=HUM:N0,POL:N0=1
retorcido.PoS=Adj,TG=HUM:N0,POL:N0=-1
retórico.PoS=Adj,TG=HUM:N0,POL:N0=-1
retorto.PoS=Adj,TG=HUM:N0,POL:N0=-1
retracto.PoS=Adj,TG=HUM:N0,POL:N0=-1
retraído.PoS=Adj,TG=HUM:N0,POL:N0=-1
retrair-se.PoS=V,TG=HUM:N0,POL:N0=-1
retrete.PoS=N,TG=HUM:N0,POL:N0=-1
retrocesso.PoS=N,TG=HUM:N0,POL:N0=-1
retrogradação.PoS=N,TG=HUM:N0,POL:N0=-1
retrógrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
retrospectivo.PoS=Adj,TG=HUM:N0,POL:N0=0
retrospetivo.PoS=Adj,TG=HUM:N0,POL:N0=0
retumbante.PoS=Adj,TG=HUM:N0,POL:N0=-1
réu.PoS=Adj,TG=HUM:N0,POL:N0=-1
revel.PoS=Adj,TG=HUM:N0,POL:N0=-1
revelho.PoS=Adj,TG=HUM:N0,POL:N0=-1
reverenciado.PoS=Adj,TG=HUM:N0,POL:N0=1
reverenciador.PoS=Adj,TG=HUM:N0,POL:N0=0
reverencioso.PoS=Adj,TG=HUM:N0,POL:N0=0
reverente.PoS=Adj,TG=HUM:N0,POL:N0=0
revigorado.PoS=Adj,TG=HUM:N0,POL:N0=1
revoltado.PoS=Adj,TG=HUM:N0,POL:N0=-1
revoltante.PoS=Adj,TG=HUM:N0,POL:N0=-1
revoltar-se.PoS=V,TG=HUM:N0:N1,POL:N0=0
revoltoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
revolucionado.PoS=Adj,TG=HUM:N0,POL:N0=-1
revolucionário.PoS=Adj,TG=HUM:N0,POL:N0=0
rezina.PoS=Adj,TG=HUM:N0,POL:N0=-1
rezingão.PoS=Adj,TG=HUM:N0,POL:N0=-1
ribaldeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
ribaldo.PoS=Adj,TG=HUM:N0,POL:N0=-1
ricaço.PoS=Adj,TG=HUM:N0,POL:N0=0
ricalhaço.PoS=Adj,TG=HUM:N0,POL:N0=0
rico.PoS=Adj,TG=HUM:N0,POL:N0=1
ridente.PoS=Adj,TG=HUM:N0,POL:N0=1
ridicularização.PoS=N,TG=HUM:N0,POL:N0=-1
ridicularizador.PoS=Adj,TG=HUM:N0,POL:N0=-1
ridicularizante.PoS=Adj,TG=HUM:N0,POL:N0=-1
ridicularizar-se.PoS=V,TG=HUM:N0,POL:N0=-1
ridicularizar.PoS=V,TG=HUM:N0:N1,POL:N0=1
ridiculez.PoS=N,TG=HUM:N0,POL:N0=-1
ridículo.PoS=Adj,TG=HUM:N0,POL:N0=-1
ridículo.PoS=N,TG=HUM:N0,POL:N0=-1
rígido.PoS=Adj,TG=HUM:N0,POL:N0=0
rigor.PoS=N,TG=HUM:N0,POL:N0=1
rigorista.PoS=Adj,TG=HUM:N0,POL:N0=-1
rigoroso.PoS=Adj,TG=HUM:N0,POL:N0=1
rijo.PoS=Adj,TG=HUM:N0,POL:N0=1
risível.PoS=Adj,TG=HUM:N0,POL:N0=-1
risonho.PoS=Adj,TG=HUM:N0,POL:N0=1
rispidez.PoS=N,TG=HUM:N0,POL:N0=-1
ríspido.PoS=Adj,TG=HUM:N0,POL:N0=-1
robustecido.PoS=Adj,TG=HUM:N0,POL:N0=1
robustez.PoS=N,TG=HUM:N0,POL:N0=1
robusto.PoS=Adj,TG=HUM:N0,POL:N0=1
rodado.PoS=Adj,TG=HUM:N0,POL:N0=-1
roedor.PoS=Adj,TG=HUM:N0,POL:N0=-1
roer-se.PoS=V,TG=HUM:N0,POL:N0=-1
rogativo.PoS=Adj,TG=HUM:N0,POL:N0=0
rolê.PoS=Adj,TG=HUM:N0,POL:N0=-1
roliço.PoS=Adj,TG=HUM:N0,POL:N0=-1
romanesco.PoS=Adj,TG=HUM:N0,POL:N0=0
romântico.PoS=Adj,TG=HUM:N0,POL:N0=0
rompido.PoS=Adj,TG=HUM:N0,POL:N0=-1
roncador.PoS=Adj,TG=HUM:N0,POL:N0=-1
roncante.PoS=Adj,TG=HUM:N0,POL:N0=-1
roncão.PoS=Adj,TG=HUM:N0,POL:N0=-1
ronceiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
rosnar.PoS=V,TG=HUM:N0,POL:N0=-1
rotineiro.PoS=Adj,TG=HUM:N0,POL:N0=0
roto.PoS=Adj,TG=HUM:N0,POL:N0=-1
roubado.PoS=Adj,TG=HUM:N0,POL:N0=-1
roubar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
rouco.PoS=Adj,TG=HUM:N0,POL:N0=-1
roufenho.PoS=Adj,TG=HUM:N0,POL:N0=-1
rouquidão.PoS=N,TG=HUM:N0,POL:N0=-1
rúbeo.PoS=Adj,TG=HUM:N0,POL:N0=0
rubicundo.PoS=Adj,TG=HUM:N0,POL:N0=0
ruborescido.PoS=Adj,TG=HUM:N0,POL:N0=0
ruborizado.PoS=Adj,TG=HUM:N0,POL:N0=0
rubro.PoS=Adj,TG=HUM:N0,POL:N0=0
rude.PoS=Adj,TG=HUM:N0,POL:N0=-1
rudeza .PoS=N,TG=HUM:N0,POL:N0=-1
rudimentar.PoS=Adj,TG=HUM:N0,POL:N0=-1
ruído.PoS=N,TG=HUM:N0,POL:N0=-1
ruidoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ruim.PoS=Adj,TG=HUM:N0,POL:N0=-1
ruindade.PoS=N,TG=HUM:N0,POL:N0=-1
ruinoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
russófobo.PoS=Adj,TG=HUM:N0,POL:N0=-1
rústico.PoS=Adj,TG=HUM:N0,POL:N0=-1
sabedor.PoS=Adj,TG=HUM:N0,POL:N0=0
sabedoria.PoS=N,TG=HUM:N0,POL:N0=1
saber separar as águas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
sabichão.PoS=Adj,TG=HUM:N0,POL:N0=-1
sabido.PoS=Adj,TG=HUM:N0,POL:N0=0
sábio.PoS=Adj,TG=HUM:N0,POL:N0=1
sabotar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
sacado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sacana.PoS=Adj,TG=HUM:N0,POL:N0=-1
saciado.PoS=Adj,TG=HUM:N0,POL:N0=0
sacrificador.PoS=Adj,TG=HUM:N0,POL:N0=0
sacrificar-se.PoS=V,TG=HUM:N0,POL:N0=1
sacrifício.PoS=N,TG=HUM:N0,POL:N0=-1
sacrilégio.PoS=N,TG=HUM:N0,POL:N0=-1
sacrílego.PoS=Adj,TG=HUM:N0,POL:N0=-1
sacrista.PoS=Adj,TG=HUM:N0,POL:N0=-1
sacudir a água do capote.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
sacudir.PoS=V,TG=HUM:N0:N1,POL:N0=1
sádico.PoS=Adj,TG=HUM:N0,POL:N0=-1
sadio.PoS=Adj,TG=HUM:N0,POL:N0=1
sadismo.PoS=N,TG=HUM:N0,POL:N0=-1
sadista.PoS=Adj,TG=HUM:N0,POL:N0=-1
safado.PoS=Adj,TG=HUM:N0,POL:N0=-1
safar-se.PoS=V,TG=HUM:N0,POL:N0=1
sáfaro.PoS=Adj,TG=HUM:N0,POL:N0=-1
sáfio.PoS=Adj,TG=HUM:N0,POL:N0=-1
safo.PoS=Adj,TG=HUM:N0,POL:N0=0
sagaz.PoS=Adj,TG=HUM:N0,POL:N0=1
sage.PoS=Adj,TG=HUM:N0,POL:N0=1
sagrado.PoS=Adj,TG=HUM:N0,POL:N0=1
sair de cabeça erguida.PoS=IDIOM,TG=HUM:N0,POL:N0=1
sair de mãos a abanar.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
sair do armário.PoS=IDIOM,TG=HUM:N0,POL:N0=1
sair melhor do que a encomenda.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
sair o tiro pela culatra.PoS=IDIOM,TG=HUM:N1,
sair-se bem.PoS=IDIOM,TG=HUM:N0,POL:N0=1
sair-se mal.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
saloiice.PoS=N,TG=HUM:N0,POL:N0=-1
saloio.PoS=Adj,TG=HUM:N0,POL:N0=-1
saltão.PoS=Adj,TG=HUM:N0,POL:N0=-1
saltar para o poleiro.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
saltitante.PoS=Adj,TG=HUM:N0,POL:N0=-1
salutar.PoS=Adj,TG=HUM:N0,POL:N0=1
salvar a honra do convento.PoS=IDIOM,TG=HUM:N0,POL:N0=1
salvar.PoS=V,TG=HUM:N0:N1,POL:N0=1
salvável.PoS=Adj,TG=HUM:N0,POL:N0=0
salvo.PoS=Adj,TG=HUM:N0,POL:N0=1
sanado.PoS=Adj,TG=HUM:N0,POL:N0=1
sandeu.PoS=Adj,TG=HUM:N0,POL:N0=-1
sangrento.PoS=Adj,TG=HUM:N0,POL:N0=-1
sanguessuga.PoS=Adj,TG=HUM:N0,POL:N0=-1
sanguinário.PoS=Adj,TG=HUM:N0,POL:N0=-1
sangüinário.PoS=Adj,TG=HUM:N0,POL:N0=-1
sanguinolência.PoS=N,TG=HUM:N0,POL:N0=-1
sanguinolento.PoS=Adj,TG=HUM:N0,POL:N0=-1
sanha.PoS=N,TG=HUM:N0,POL:N0=-1
sanhudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
santificado.PoS=Adj,TG=HUM:N0,POL:N0=1
santo.PoS=Adj,TG=HUM:N0,POL:N0=1
são.PoS=Adj,TG=HUM:N0,POL:N0=1
sapeca.PoS=Adj,TG=HUM:N0,POL:N0=-1
sapiência.PoS=N,TG=HUM:N0,POL:N0=1
sapiente.PoS=Adj,TG=HUM:N0,POL:N0=1
sapudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
saquear.PoS=V,TG=HUM:N0:N1,POL:N0=-1
sarado.PoS=Adj,TG=HUM:N0,POL:N0=1
sarcástico.PoS=Adj,TG=HUM:N0,POL:N0=-1
sardanapalesco.PoS=Adj,TG=HUM:N0,POL:N0=-1
sardónico.PoS=Adj,TG=HUM:N0,POL:N0=-1
sarna.PoS=N,TG=HUM:N0,POL:N0=-1
sarnento.PoS=Adj,TG=HUM:N0,POL:N0=-1
sarnoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
satânico.PoS=Adj,TG=HUM:N0,POL:N0=-1
satanismo.PoS=N,TG=HUM:N0,POL:N0=-1
satírico.PoS=Adj,TG=HUM:N0,POL:N0=-1
satirizar.PoS=V,TG=HUM:N0:N1,POL:N0=0
satisfação.PoS=N,TG=HUM:N0,POL:N0=1
satisfeito.PoS=Adj,TG=HUM:N0,POL:N0=1
saturado.PoS=Adj,TG=HUM:N0,POL:N0=-1
saturante.PoS=Adj,TG=HUM:N0,POL:N0=-1
saudável.PoS=Adj,TG=HUM:N0,POL:N0=1
sebentice.PoS=N,TG=HUM:N0,POL:N0=-1
sebento.PoS=Adj,TG=HUM:N0,POL:N0=-1
seboso.PoS=Adj,TG=HUM:N0,POL:N0=-1
secante.PoS=Adj,TG=HUM:N0,POL:N0=-1
seco.PoS=Adj,TG=HUM:N0,POL:N0=-1
sectário.PoS=Adj,TG=HUM:N0,POL:N0=-1
sedentário.PoS=Adj,TG=HUM:N0,POL:N0=-1
